date_index,city,population,season,fever_medicine_sales,cough_medicine_sales,diarrhea_medicine_sales,antibiotic_sales,painkiller_sales,antiviral_sales,outbreak_label
5643,Mumbai,261608,2,22,15,33,17,29,7,0
5644,Bangalore,336722,2,16,11,27,13,23,8,0
5645,Chennai,380641,0,16,27,11,11,21,8,0
5646,Mumbai,160193,3,15,11,6,13,35,3,0
5647,Delhi,277637,1,21,11,9,9,27,3,0
5648,Kolkata,269830,3,18,16,10,14,29,3,0
5649,Bangalore,112181,3,17,6,6,10,24,4,0
5650,Delhi,77818,1,14,18,9,9,25,7,0
5651,Chennai,229778,2,21,9,36,12,20,4,0
5652,Kolkata,392340,3,24,13,6,9,20,6,0
5653,Chennai,273575,3,15,10,8,18,25,2,0
5654,Chennai,463685,2,23,12,21,13,20,4,0
5655,Kolkata,465457,1,14,18,11,13,21,5,0
5656,Kolkata,448510,0,18,31,11,16,18,3,0
5657,Chennai,110079,2,20,13,24,11,16,9,0
5658,Bangalore,265270,0,15,26,7,23,28,8,0
5659,Kolkata,227199,0,26,35,10,8,22,6,0
5660,Delhi,414567,2,22,12,27,16,22,7,0
5661,Mumbai,173555,3,30,12,12,7,21,6,0
5662,Bangalore,303339,0,26,30,17,14,23,2,0
5663,Kolkata,254015,0,19,27,15,13,23,4,0
5664,Kolkata,265280,1,26,24,7,15,32,5,0
5665,Bangalore,243761,3,26,18,12,12,28,6,0
5666,Mumbai,163807,0,25,34,10,8,25,5,0
5667,Chennai,25203,1,14,13,12,18,12,5,0
5668,Delhi,276118,3,20,19,11,9,25,7,0
5669,Kolkata,245281,2,22,14,26,8,27,7,0
5670,Mumbai,374913,2,22,20,30,7,23,3,0
5671,Delhi,264171,1,19,15,13,11,23,6,0
5672,Bangalore,95222,2,13,15,36,3,15,4,0
5673,Kolkata,442929,0,20,34,7,13,32,8,0
5674,Chennai,265848,3,16,20,7,15,23,11,0
5675,Bangalore,22636,0,26,33,9,9,15,5,0
5676,Kolkata,307214,0,22,33,18,13,30,3,0
5677,Mumbai,301267,2,25,18,38,12,23,6,0
5678,Delhi,130973,0,17,20,153,11,19,9,1
5679,Delhi,435028,2,19,11,22,11,25,4,0
5680,Kolkata,431976,3,18,12,8,10,27,7,0
5681,Bangalore,14966,3,26,20,5,9,27,4,0
5682,Chennai,252823,0,27,32,14,8,26,6,0
5683,Mumbai,390558,1,23,17,13,4,24,5,0
5684,Kolkata,356106,2,22,13,33,13,29,4,0
5685,Mumbai,89698,2,27,16,32,15,22,6,0
5686,Delhi,419274,0,20,31,11,18,23,7,0
5687,Chennai,51482,2,26,19,23,11,15,7,0
5688,Mumbai,250275,2,19,15,25,11,25,5,0
5689,Kolkata,12998,1,23,19,9,9,24,4,0
5690,Chennai,132659,1,12,12,11,15,35,8,0
5691,Bangalore,71265,0,22,36,15,11,18,4,0
5692,Kolkata,76445,1,25,10,9,17,18,5,0
5693,Mumbai,383177,0,12,46,7,12,28,3,0
5694,Chennai,175720,3,17,22,8,14,30,8,0
5695,Kolkata,463839,0,20,27,6,15,41,5,0
5696,Chennai,350177,3,20,17,6,7,25,8,0
5697,Chennai,356624,0,20,29,13,6,22,6,0
5698,Chennai,148599,2,25,14,30,11,28,2,0
5699,Mumbai,376144,1,27,12,9,15,30,10,0
5700,Kolkata,144144,3,20,18,4,9,33,5,0
5701,Delhi,415234,0,14,28,11,12,22,3,0
5702,Delhi,39652,1,20,16,10,11,22,2,0
5703,Mumbai,14476,0,20,34,9,5,28,6,0
5704,Mumbai,105768,1,25,14,9,15,23,7,0
5705,Chennai,168554,1,15,8,12,11,26,3,0
5706,Kolkata,243865,0,28,25,11,14,25,5,0
5707,Kolkata,203585,3,16,23,17,12,20,3,0
5708,Bangalore,227483,3,29,18,9,6,33,5,0
5709,Bangalore,288363,2,22,15,39,17,26,5,0
5710,Delhi,302592,1,20,11,9,16,35,6,0
5711,Bangalore,483119,2,24,18,25,15,17,3,0
5712,Bangalore,428336,2,14,16,24,14,34,7,0
5713,Delhi,278999,0,27,31,9,12,26,7,0
5714,Delhi,459769,0,18,27,8,10,18,6,0
5715,Bangalore,471849,0,21,36,11,15,21,6,0
5716,Kolkata,185657,1,19,14,10,8,28,5,0
5717,Bangalore,488641,0,22,29,9,20,33,4,0
5718,Chennai,142156,0,11,28,104,15,16,5,1
5719,Chennai,108856,1,26,13,14,11,35,6,0
5720,Chennai,163016,1,21,11,8,10,24,8,0
5721,Mumbai,437137,3,15,14,7,15,22,2,0
5722,Chennai,71282,0,26,21,12,11,24,10,0
5723,Kolkata,97393,0,26,29,12,13,24,9,0
5724,Mumbai,192469,0,24,32,11,10,21,6,0
5725,Mumbai,139822,3,21,11,112,12,26,1,1
5726,Chennai,28070,0,18,27,7,8,25,5,0
5727,Bangalore,196059,3,19,13,6,6,23,9,0
5728,Delhi,256453,2,29,13,32,11,24,4,0
5729,Bangalore,66690,3,18,15,8,10,22,2,0
5730,Bangalore,231083,2,27,15,34,11,25,9,0
5731,Mumbai,71134,0,11,42,13,10,29,6,0
5732,Mumbai,359899,2,20,23,33,14,23,2,0
5733,Mumbai,379137,3,21,13,4,12,25,5,0
5734,Kolkata,462655,1,12,19,8,10,28,4,0
5735,Kolkata,303633,2,17,16,31,13,23,2,0
5736,Delhi,33178,2,18,16,29,9,25,11,0
5737,Mumbai,351163,0,15,25,9,8,29,5,0
5738,Chennai,330100,3,17,12,7,9,21,4,0
5739,Mumbai,188874,2,22,20,39,10,26,5,0
5740,Kolkata,251535,2,29,17,31,12,14,8,0
5741,Mumbai,72778,2,15,14,126,13,16,7,1
5742,Kolkata,198791,2,21,10,36,9,15,1,0
5743,Mumbai,436789,1,26,11,8,15,22,6,0
5744,Chennai,436904,3,15,8,15,13,19,4,0
5745,Delhi,121466,0,18,28,173,11,35,7,1
5746,Chennai,128292,0,31,29,12,12,18,7,0
5747,Kolkata,371891,1,14,14,12,13,23,6,0
5748,Bangalore,246424,3,16,2,12,16,32,3,0
5749,Chennai,56475,2,23,14,35,11,35,9,0
5750,Mumbai,322841,1,20,9,10,11,23,1,0
5751,Delhi,437194,3,17,13,13,10,18,5,0
5752,Mumbai,170749,2,17,16,34,7,25,6,0
5753,Mumbai,484756,1,22,8,5,12,28,2,0
5754,Chennai,20272,3,17,13,12,9,17,5,0
5755,Delhi,409428,0,22,27,10,10,21,11,0
5756,Bangalore,293215,0,24,30,7,11,23,8,0
5757,Mumbai,118644,3,18,16,9,6,29,7,0
5758,Delhi,216308,0,19,39,10,12,20,2,0
5759,Bangalore,367660,3,12,14,14,13,27,2,0
5760,Mumbai,158369,2,23,18,28,11,24,3,0
5761,Delhi,193004,3,16,17,11,14,16,5,0
5762,Chennai,247957,2,29,6,27,13,24,7,0
5763,Mumbai,460100,1,17,17,10,9,20,7,0
5764,Mumbai,431841,3,17,17,23,9,18,8,0
5765,Delhi,38831,1,14,12,10,14,37,4,0
5766,Mumbai,260747,0,9,29,11,11,19,3,0
5767,Bangalore,390457,2,20,6,27,15,30,5,0
5768,Mumbai,133950,3,26,15,11,10,20,4,0
5769,Kolkata,459694,1,17,11,10,19,28,0,0
5770,Bangalore,335053,2,13,15,26,12,21,10,0
5771,Delhi,301511,2,10,11,30,13,16,8,0
5772,Bangalore,186885,0,16,34,10,12,16,4,0
5773,Kolkata,30121,0,19,30,7,12,37,6,0
5774,Kolkata,307691,2,19,13,30,9,24,8,0
5775,Mumbai,335786,2,25,16,36,14,37,5,0
5776,Mumbai,297058,3,19,16,9,9,25,5,0
5777,Chennai,388808,2,24,19,36,5,20,2,0
5778,Bangalore,158250,3,15,18,12,15,24,8,0
5779,Chennai,77258,2,17,12,24,9,25,2,0
5780,Kolkata,220493,0,20,43,11,9,19,4,0
5781,Mumbai,70563,3,19,15,14,13,23,2,0
5782,Mumbai,191122,1,16,12,11,7,24,3,0
5783,Mumbai,334751,0,14,32,7,16,27,3,0
5784,Delhi,75638,3,18,20,8,13,26,7,0
5785,Kolkata,365115,3,17,12,16,12,18,8,0
5786,Mumbai,268140,1,18,12,10,12,23,2,0
5787,Kolkata,416478,3,19,16,14,10,26,2,0
5788,Mumbai,410669,2,18,15,25,13,20,8,0
5789,Bangalore,249015,1,24,16,13,5,24,4,0
5790,Kolkata,186246,0,16,31,2,13,31,2,0
5791,Chennai,388864,0,15,31,10,11,28,3,0
5792,Delhi,349904,2,19,17,27,7,31,3,0
5793,Chennai,409388,0,20,29,16,10,22,3,0
5794,Kolkata,86788,3,15,20,13,14,37,5,0
5795,Mumbai,290062,3,133,15,4,12,117,8,1
5796,Kolkata,279341,2,21,15,37,11,14,5,0
5797,Delhi,369271,0,22,22,6,14,19,9,0
5798,Kolkata,154749,0,19,28,13,16,22,1,0
5799,Mumbai,414255,2,19,20,27,18,19,5,0
5800,Chennai,299929,1,17,17,4,20,32,7,0
5801,Bangalore,276714,0,23,35,5,12,28,7,0
5802,Chennai,82242,1,15,14,13,13,29,4,0
5803,Mumbai,414871,0,25,40,9,18,21,4,0
5804,Mumbai,239810,0,28,29,7,20,16,3,0
5805,Delhi,57907,0,15,38,125,14,27,5,1
5806,Kolkata,281593,0,20,40,12,11,25,5,0
5807,Kolkata,296774,3,25,11,9,10,24,2,0
5808,Chennai,346802,1,24,14,6,14,24,8,0
5809,Bangalore,56371,1,23,18,6,15,13,4,0
5810,Bangalore,414207,0,57,28,13,61,23,3,1
5811,Delhi,34887,0,27,22,11,10,24,8,0
5812,Mumbai,23859,1,20,16,12,18,31,4,0
5813,Delhi,426856,3,27,17,11,11,17,2,0
5814,Kolkata,320483,2,18,20,35,15,23,4,0
5815,Mumbai,494284,2,20,15,36,11,31,8,0
5816,Delhi,194307,1,23,12,10,9,20,5,0
5817,Chennai,274656,0,18,24,121,16,34,3,1
5818,Kolkata,353126,0,15,37,12,8,18,12,0
5819,Bangalore,294056,3,88,11,11,8,115,5,1
5820,Delhi,240639,2,18,14,27,9,27,3,0
5821,Kolkata,130639,3,14,11,11,13,22,6,0
5822,Kolkata,176587,2,131,14,19,10,88,7,1
5823,Bangalore,418632,1,15,17,150,10,24,6,1
5824,Bangalore,476032,2,15,7,25,15,26,2,0
5825,Bangalore,217582,3,19,11,13,12,20,6,0
5826,Delhi,387925,3,20,12,15,11,19,1,0
5827,Bangalore,446962,3,18,15,11,9,21,7,0
5828,Chennai,184847,1,18,17,11,6,16,0,0
5829,Kolkata,374211,2,17,17,31,10,26,8,0
5830,Bangalore,284371,2,21,16,34,7,28,3,0
5831,Kolkata,416247,3,26,20,7,8,30,6,0
5832,Mumbai,249891,2,19,14,32,13,18,4,0
5833,Mumbai,305144,0,15,31,13,7,22,5,0
5834,Bangalore,323397,0,27,42,19,10,20,5,0
5835,Kolkata,120848,0,19,35,6,9,34,5,0
5836,Mumbai,339708,2,16,15,35,11,33,2,0
5837,Bangalore,130921,1,23,11,8,10,26,11,0
5838,Kolkata,368113,1,18,19,8,11,17,8,0
5839,Bangalore,394758,1,23,17,14,17,25,4,0
5840,Kolkata,159385,1,21,19,6,13,19,7,0
5841,Mumbai,255398,0,15,33,11,10,24,4,0
5842,Bangalore,347330,0,18,27,14,13,30,5,0
5843,Mumbai,232832,3,24,10,14,14,24,3,0
5844,Bangalore,460967,2,18,21,31,17,28,4,0
5845,Delhi,324636,2,21,12,23,7,26,3,0
5846,Mumbai,302508,1,16,18,9,12,32,3,0
5847,Mumbai,421577,0,18,28,4,13,15,2,0
5848,Chennai,77949,1,20,12,9,10,18,4,0
5849,Mumbai,116330,3,19,18,7,9,22,6,0
5850,Kolkata,434286,2,25,14,19,16,27,5,0
5851,Bangalore,113722,2,17,12,34,12,24,4,0
5852,Delhi,163481,1,20,23,7,7,19,10,0
5853,Kolkata,39854,3,22,18,9,11,30,3,0
5854,Kolkata,106742,2,17,10,29,12,23,4,0
5855,Kolkata,129625,3,18,17,15,12,31,6,0
5856,Kolkata,39655,3,19,19,13,15,24,3,0
5857,Delhi,413168,1,26,9,14,10,26,4,0
5858,Chennai,439581,0,22,36,7,11,29,2,0
5859,Mumbai,486514,1,23,19,9,25,24,5,0
5860,Kolkata,338300,0,25,27,8,18,22,3,0
5861,Mumbai,240305,3,16,18,11,12,22,7,0
5862,Mumbai,131232,0,18,36,15,13,25,8,0
5863,Kolkata,197796,3,18,17,11,12,30,5,0
5864,Chennai,287599,2,24,18,41,14,17,5,0
5865,Mumbai,228818,2,21,15,34,13,26,7,0
5866,Bangalore,450889,2,18,15,20,8,20,6,0
5867,Mumbai,142046,1,26,22,14,12,24,9,0
5868,Kolkata,284823,1,15,8,14,17,18,6,0
5869,Delhi,202863,3,18,17,10,13,40,5,0
5870,Mumbai,37429,2,19,13,38,12,25,5,0
5871,Chennai,290217,1,20,18,13,14,37,7,0
5872,Bangalore,80207,2,18,13,26,18,33,8,0
5873,Bangalore,40365,1,22,18,188,15,21,4,1
5874,Delhi,459144,0,18,23,7,12,23,6,0
5875,Delhi,252975,0,21,20,10,10,26,5,0
5876,Mumbai,346597,2,21,18,27,11,19,5,0
5877,Kolkata,116657,3,25,14,9,11,23,6,0
5878,Chennai,17784,1,16,18,9,17,30,5,0
5879,Bangalore,384673,1,19,10,16,12,31,5,0
5880,Delhi,140229,0,26,25,10,11,14,6,0
5881,Chennai,242273,0,65,28,13,51,27,4,1
5882,Kolkata,261428,3,14,18,7,10,27,6,0
5883,Bangalore,130913,3,30,13,12,15,26,2,0
5884,Bangalore,153363,3,23,18,9,10,33,4,0
5885,Kolkata,487678,2,16,16,35,12,24,7,0
5886,Bangalore,298298,0,19,29,9,10,22,4,0
5887,Kolkata,267946,2,13,12,30,8,26,5,0
5888,Bangalore,297794,0,20,27,19,12,24,5,0
5889,Mumbai,209813,0,23,43,7,7,17,4,0
5890,Kolkata,243420,1,14,12,10,8,26,2,0
5891,Chennai,105830,0,16,29,8,20,30,6,0
5892,Mumbai,308345,0,18,34,8,14,22,7,0
5893,Chennai,442695,2,14,15,36,12,17,8,0
5894,Bangalore,82920,0,23,24,7,8,27,2,0
5895,Chennai,223869,2,21,16,32,16,36,6,0
5896,Mumbai,453459,3,21,19,12,13,21,6,0
5897,Kolkata,471811,0,20,24,10,11,21,3,0
5898,Delhi,172806,0,14,25,6,15,20,12,0
5899,Chennai,229999,2,19,24,28,15,23,3,0
5900,Delhi,91451,3,25,14,17,12,32,4,0
5901,Chennai,246889,1,26,11,6,8,24,4,0
5902,Chennai,384313,3,21,17,14,21,23,6,0
5903,Kolkata,109978,2,28,16,27,11,36,4,0
5904,Bangalore,52568,3,18,10,119,9,31,4,1
5905,Mumbai,258586,2,21,15,29,12,24,4,0
5906,Mumbai,166865,2,23,18,18,10,20,5,0
5907,Mumbai,324348,1,24,13,11,8,21,8,0
5908,Bangalore,449962,0,27,34,10,11,18,8,0
5909,Delhi,435205,2,14,14,30,13,24,8,0
5910,Mumbai,190537,2,30,17,31,11,26,7,0
5911,Delhi,231913,1,26,17,5,16,28,6,0
5912,Bangalore,202455,2,24,12,43,9,28,5,0
5913,Bangalore,26767,0,30,31,9,13,16,6,0
5914,Kolkata,310796,1,27,12,8,8,26,2,0
5915,Mumbai,486948,0,20,23,7,5,24,5,0
5916,Kolkata,94244,0,15,36,10,5,22,4,0
5917,Mumbai,416599,1,26,17,5,11,30,1,0
5918,Bangalore,474000,2,18,24,26,16,24,5,0
5919,Bangalore,373877,0,28,23,11,12,26,3,0
5920,Chennai,332233,0,18,27,10,13,17,4,0
5921,Chennai,36440,0,30,35,6,9,23,6,0
5922,Bangalore,324587,0,18,26,12,7,26,7,0
5923,Bangalore,328469,1,19,16,12,14,31,5,0
5924,Delhi,227838,1,26,15,13,9,27,1,0
5925,Delhi,236262,3,23,18,8,7,28,2,0
5926,Kolkata,65919,3,20,14,7,14,26,4,0
5927,Chennai,157683,0,14,23,5,10,21,8,0
5928,Chennai,204555,2,25,19,213,11,24,6,1
5929,Bangalore,425673,0,21,24,9,7,19,6,0
5930,Bangalore,413472,2,16,16,40,6,15,4,0
5931,Kolkata,458072,0,20,25,12,6,14,3,0
5932,Chennai,312677,3,18,8,10,13,23,2,0
5933,Delhi,371970,3,12,18,14,14,22,8,0
5934,Mumbai,108995,2,17,14,29,18,37,7,0
5935,Kolkata,169353,0,16,37,8,11,33,8,0
5936,Mumbai,339419,2,21,13,31,13,22,7,0
5937,Delhi,404741,3,21,13,9,11,28,4,0
5938,Delhi,157525,0,24,29,7,12,30,5,0
5939,Mumbai,409467,0,25,35,6,15,30,5,0
5940,Kolkata,380888,2,20,9,34,14,20,6,0
5941,Mumbai,29507,1,15,21,9,13,27,2,0
5942,Kolkata,220468,2,18,13,32,20,23,4,0
5943,Kolkata,227716,3,11,14,14,9,29,5,0
5944,Bangalore,431122,3,22,14,13,12,32,4,0
5945,Chennai,476401,3,16,16,11,8,28,8,0
5946,Chennai,285337,3,13,16,7,8,23,2,0
5947,Delhi,499774,3,13,21,15,17,23,5,0
5948,Bangalore,369336,1,15,10,16,18,32,8,0
5949,Chennai,248143,0,14,23,3,12,29,4,0
5950,Kolkata,222521,2,18,13,27,8,23,3,0
5951,Kolkata,336186,2,28,14,35,15,20,5,0
5952,Mumbai,331660,3,24,19,19,10,31,6,0
5953,Mumbai,484381,2,23,14,20,14,28,5,0
5954,Kolkata,171764,3,17,15,10,7,19,6,0
5955,Kolkata,342634,1,21,19,6,10,20,4,0
5956,Mumbai,43512,1,19,17,8,7,23,6,0
5957,Chennai,151791,0,16,26,15,10,29,3,0
5958,Delhi,196499,1,26,16,11,7,16,6,0
5959,Mumbai,430865,1,18,6,14,15,14,4,0
5960,Chennai,22402,0,15,33,8,12,19,11,0
5961,Chennai,375024,2,31,21,31,9,26,8,0
5962,Chennai,129764,3,28,14,67,10,18,4,1
5963,Bangalore,150288,3,33,18,12,11,21,3,0
5964,Bangalore,255739,2,50,13,24,70,22,5,1
5965,Chennai,41050,0,17,39,8,9,26,5,0
5966,Kolkata,105808,2,21,17,33,17,23,5,0
5967,Bangalore,60093,1,23,18,13,11,22,3,0
5968,Mumbai,15050,0,25,32,10,9,25,9,0
5969,Bangalore,318860,0,17,39,11,14,44,7,0
5970,Kolkata,125455,0,20,29,6,7,33,7,0
5971,Delhi,405654,3,20,12,10,12,36,7,0
5972,Bangalore,380830,2,16,18,28,7,27,7,0
5973,Chennai,57431,0,15,33,8,13,19,9,0
5974,Chennai,253445,0,17,22,16,17,24,5,0
5975,Chennai,288904,0,18,30,10,15,21,7,0
5976,Delhi,480830,2,14,7,30,15,19,4,0
5977,Kolkata,157545,3,16,11,11,23,22,2,0
5978,Mumbai,53815,1,18,10,5,13,23,7,0
5979,Kolkata,203532,3,20,15,14,11,24,7,0
5980,Delhi,412473,0,128,26,9,19,116,5,1
5981,Chennai,97986,3,38,8,14,12,26,5,0
5982,Kolkata,35634,3,16,17,14,12,36,3,0
5983,Mumbai,332547,1,25,20,4,6,25,4,0
5984,Chennai,56573,2,27,13,42,9,22,5,0
5985,Mumbai,431864,2,24,21,19,11,27,4,0
5986,Bangalore,233784,3,23,16,5,5,24,7,0
5987,Mumbai,452196,3,15,12,9,11,21,1,0
5988,Chennai,137099,2,21,16,28,18,24,8,0
5989,Bangalore,282440,2,10,11,31,15,28,4,0
5990,Chennai,463413,1,26,12,9,11,22,2,0
5991,Chennai,294103,0,20,32,12,10,16,7,0
5992,Bangalore,24570,3,18,7,8,12,30,8,0
5993,Mumbai,307567,2,24,15,25,10,31,2,0
5994,Delhi,90263,3,8,18,9,19,19,4,0
5995,Delhi,421115,3,49,17,12,69,29,10,1
5996,Delhi,176857,2,52,16,26,57,25,5,1
5997,Delhi,122446,1,24,20,118,8,22,7,1
5998,Kolkata,203878,3,26,17,7,13,24,2,0
5999,Delhi,329107,1,20,17,4,13,27,5,0
6000,Bangalore,481091,2,23,8,26,11,22,5,0
6001,Delhi,44341,0,23,30,16,14,24,7,0
6002,Chennai,15597,0,22,25,10,13,23,7,0
6003,Delhi,495864,3,25,15,13,17,28,8,0
6004,Mumbai,413460,2,8,16,29,13,23,8,0
6005,Bangalore,144868,1,16,14,9,12,23,4,0
6006,Bangalore,117127,3,12,10,2,11,31,2,0
6007,Kolkata,85589,2,26,17,33,6,27,8,0
6008,Chennai,431744,2,12,13,23,17,28,3,0
6009,Bangalore,256992,1,21,10,9,12,23,7,0
6010,Mumbai,421864,3,17,17,9,12,24,5,0
6011,Delhi,356111,2,20,17,49,8,21,7,0
6012,Bangalore,141607,2,28,9,19,12,24,5,0
6013,Mumbai,320613,2,16,16,28,8,22,7,0
6014,Delhi,205984,1,22,10,14,11,19,6,0
6015,Kolkata,316637,3,15,17,8,11,27,7,0
6016,Bangalore,475633,3,17,20,9,14,27,6,0
6017,Bangalore,55785,3,92,13,17,9,89,2,1
6018,Mumbai,263138,3,17,17,13,19,28,3,0
6019,Chennai,357161,0,22,34,11,15,38,4,0
6020,Kolkata,379915,0,22,37,6,15,23,6,0
6021,Chennai,401170,3,32,12,8,14,24,6,0
6022,Bangalore,469777,1,131,15,10,17,120,5,1
6023,Chennai,171941,0,16,23,9,17,23,4,0
6024,Delhi,206166,2,21,17,26,13,23,5,0
6025,Kolkata,241427,0,20,29,16,6,26,9,0
6026,Chennai,40192,2,17,10,32,10,21,4,0
6027,Delhi,210229,3,12,19,9,12,23,6,0
6028,Mumbai,499318,0,22,29,10,10,32,7,0
6029,Chennai,489699,1,18,8,14,15,24,8,0
6030,Kolkata,89941,0,19,24,11,10,31,2,0
6031,Delhi,329688,0,25,16,8,21,26,2,0
6032,Chennai,145475,0,39,30,5,16,21,8,0
6033,Mumbai,439307,3,19,15,11,15,25,5,0
6034,Chennai,193582,1,8,14,10,14,21,5,0
6035,Delhi,491277,0,17,24,11,11,28,3,0
6036,Chennai,15017,1,29,10,13,11,20,3,0
6037,Kolkata,180275,3,58,15,12,79,29,6,1
6038,Bangalore,197545,2,18,10,24,16,13,3,0
6039,Delhi,193195,0,20,23,6,11,26,3,0
6040,Delhi,320404,1,16,12,8,9,23,4,0
6041,Delhi,55938,1,17,11,13,11,20,7,0
6042,Delhi,199001,3,21,14,11,11,29,5,0
6043,Chennai,95265,0,17,26,8,7,26,1,0
6044,Kolkata,497182,2,26,12,32,9,21,7,0
6045,Mumbai,376264,1,25,18,14,9,27,3,0
6046,Kolkata,178444,0,72,34,7,78,31,9,1
6047,Delhi,373872,2,22,23,29,10,28,3,0
6048,Chennai,194324,1,20,22,14,13,27,6,0
6049,Chennai,286772,1,16,11,8,16,22,3,0
6050,Delhi,395383,2,57,9,37,51,19,3,1
6051,Chennai,153573,2,33,25,36,13,24,2,0
6052,Delhi,128165,3,23,12,11,3,23,3,0
6053,Kolkata,433347,0,22,25,5,8,24,3,0
6054,Bangalore,361246,0,19,34,9,16,24,5,0
6055,Chennai,361504,3,22,13,9,16,31,3,0
6056,Delhi,129346,1,14,14,9,11,22,2,0
6057,Delhi,340492,2,18,10,38,19,22,8,0
6058,Chennai,370492,2,22,16,31,7,24,6,0
6059,Mumbai,102862,2,27,14,23,24,21,4,0
6060,Delhi,256393,1,19,10,8,12,17,4,0
6061,Chennai,19402,2,21,12,28,10,32,1,0
6062,Delhi,101861,2,26,13,40,9,30,2,0
6063,Mumbai,459172,3,22,18,8,10,24,6,0
6064,Bangalore,398265,1,17,11,9,10,27,4,0
6065,Mumbai,192992,0,14,26,15,11,24,6,0
6066,Kolkata,272084,3,17,15,7,8,29,4,0
6067,Chennai,117089,3,19,24,15,19,26,5,0
6068,Mumbai,36000,0,20,36,11,13,27,3,0
6069,Bangalore,361939,3,22,9,14,13,18,5,0
6070,Delhi,122885,1,15,8,12,5,23,4,0
6071,Chennai,208534,2,30,10,33,9,21,4,0
6072,Mumbai,469608,1,23,16,14,11,25,2,0
6073,Bangalore,278132,0,18,32,9,16,25,4,0
6074,Mumbai,215351,0,18,35,10,5,32,4,0
6075,Kolkata,329143,3,27,7,13,10,29,4,0
6076,Chennai,472890,1,20,14,17,15,22,4,0
6077,Delhi,250456,1,16,14,6,17,27,5,0
6078,Bangalore,222690,0,20,30,12,14,28,4,0
6079,Mumbai,456642,1,23,18,5,11,26,6,0
6080,Chennai,462040,0,25,30,15,17,27,5,0
6081,Mumbai,123174,1,14,15,12,21,21,4,0
6082,Chennai,239982,1,21,17,15,18,29,2,0
6083,Kolkata,215471,1,16,18,8,9,24,4,0
6084,Mumbai,70659,0,23,34,9,12,23,8,0
6085,Kolkata,441006,3,27,14,13,16,22,2,0
6086,Bangalore,255776,1,22,17,12,8,20,5,0
6087,Kolkata,105343,0,15,25,10,14,19,3,0
6088,Chennai,425334,0,16,24,8,18,23,2,0
6089,Bangalore,193097,1,23,15,13,10,28,4,0
6090,Mumbai,394597,1,20,17,6,13,25,4,0
6091,Mumbai,69938,3,23,21,11,14,24,8,0
6092,Chennai,15149,0,20,27,9,9,33,2,0
6093,Delhi,48079,0,20,24,12,12,29,5,0
6094,Delhi,143556,2,15,15,29,19,31,8,0
6095,Mumbai,458690,0,18,31,8,12,24,4,0
6096,Chennai,493943,3,26,11,5,13,19,7,0
6097,Delhi,385460,2,25,15,25,13,26,3,0
6098,Kolkata,320745,2,18,13,25,6,18,3,0
6099,Mumbai,258965,2,15,16,90,14,19,6,1
6100,Kolkata,315953,1,22,18,11,11,30,6,0
6101,Chennai,161863,1,16,14,10,13,18,7,0
6102,Kolkata,210415,0,23,28,5,10,21,4,0
6103,Delhi,167720,2,26,18,31,12,28,6,0
6104,Delhi,434306,3,18,14,8,11,33,4,0
6105,Bangalore,362780,1,17,13,12,7,25,4,0
6106,Mumbai,140366,3,24,15,7,11,20,4,0
6107,Chennai,237557,3,17,17,10,12,26,5,0
6108,Mumbai,111477,1,16,19,10,15,17,7,0
6109,Kolkata,27857,1,14,15,4,16,20,2,0
6110,Chennai,397449,1,19,20,19,10,16,3,0
6111,Chennai,203399,1,16,16,9,5,31,3,0
6112,Delhi,253588,2,17,16,43,14,31,2,0
6113,Kolkata,234458,2,18,23,43,10,29,5,0
6114,Delhi,259098,2,17,10,28,17,22,4,0
6115,Delhi,184039,2,16,19,28,10,25,6,0
6116,Bangalore,325853,0,19,37,11,7,23,4,0
6117,Delhi,471164,2,24,21,28,10,19,7,0
6118,Mumbai,189933,1,26,20,9,14,21,7,0
6119,Chennai,126839,3,20,20,12,15,22,3,0
6120,Delhi,209790,2,18,11,29,12,17,2,0
6121,Mumbai,133307,0,16,27,11,12,21,4,0
6122,Kolkata,132850,1,14,21,8,5,18,7,0
6123,Chennai,30948,3,17,13,7,14,24,6,0
6124,Kolkata,305926,3,19,11,10,7,24,5,0
6125,Mumbai,191828,2,30,13,24,16,24,2,0
6126,Kolkata,354933,3,24,14,8,12,34,2,0
6127,Kolkata,115217,2,73,15,27,10,107,3,1
6128,Kolkata,242103,2,13,12,31,17,25,5,0
6129,Delhi,209460,1,23,11,6,14,32,1,0
6130,Delhi,487744,1,17,19,9,16,23,4,0
6131,Delhi,470025,0,24,37,12,5,22,6,0
6132,Chennai,148721,1,24,12,18,12,17,6,0
6133,Mumbai,170074,1,17,9,6,14,28,4,0
6134,Delhi,44723,2,22,14,28,11,21,3,0
6135,Kolkata,84314,1,14,17,12,12,25,9,0
6136,Kolkata,362456,2,20,15,36,12,16,5,0
6137,Kolkata,211157,2,17,22,37,7,22,4,0
6138,Kolkata,222471,1,24,15,12,12,19,4,0
6139,Bangalore,283953,0,16,29,88,16,36,10,1
6140,Chennai,461385,0,26,30,6,11,27,6,0
6141,Mumbai,149374,3,28,13,2,12,25,5,0
6142,Mumbai,280244,3,14,18,6,10,20,4,0
6143,Delhi,209519,1,23,12,8,10,32,7,0
6144,Bangalore,349771,0,21,40,11,14,24,5,0
6145,Mumbai,84635,2,19,18,19,9,27,3,0
6146,Chennai,327164,3,20,21,10,22,28,4,0
